LCLASSCODE,LCLASSNAME,MCLASSCODE,MCLASSNAME,SCLASSCODE,SCLASSNAME
6,과실류,625,매실,62502,청매실
6,과실류,625,매실,62503,홍매실
6,과실류,625,매실,62599,기타
6,과실류,626,앵두,62601,앵두(일반)
6,과실류,626,앵두,62698,앵두(수입)
6,과실류,627,무화과,62701,무화과(일반)
6,과실류,627,무화과,62798,무화과(수입)
6,과실류,628,으름,62801,으름(일반)
6,과실류,629,수구리,62901,수구리(일반)
6,과실류,630,산사,63001,산사(일반)
6,과실류,631,아몬드,63101,아몬드(일반)
6,과실류,631,아몬드,63198,아몬드(수입)
6,과실류,632,피스타치오,63201,피스타치오(일반)
6,과실류,633,탱자,63301,탱자(일반)
6,과실류,634,아보카도,63401,아보카도(일반)
6,과실류,634,아보카도,63498,아보카도(수입)
6,과실류,635,야자,63501,야자(일반)
6,과실류,635,야자,63598,야자(수입)
6,과실류,636,망고,63601,망고(일반)
6,과실류,636,망고,63698,망고(수입)
6,과실류,637,망고스턴,63701,망고스턴(일반)
6,과실류,637,망고스턴,63798,망고스턴(수입)
6,과실류,638,코코넛,63801,코코넛(일반)
6,과실류,638,코코넛,63898,코코넛(수입)
6,과실류,639,보리수,63901,보리수(일반)
6,과실류,639,보리수,63998,보리수(수입)
6,과실류,640,체리모야,64001,체리모야(일반)
6,과실류,641,비파,64101,비파(일반)
6,과실류,642,리치,64201,리치(일반)
6,과실류,642,리치,64298,리치(수입)
6,과실류,644,듀리안,64401,듀리안(일반)
6,과실류,644,듀리안,64498,듀리안(수입)
6,과실류,645,패션푸룻,64501,패션프루트(일반)
6,과실류,646,파파야,64601,파파야(일반)
6,과실류,646,파파야,64698,파파야(수입)
6,과실류,647,구와바,64701,구와바(일반)
6,과실류,649,사포딜라,64901,사포딜라(일반)
6,과실류,651,빵나무,65101,빵나무(일반)
6,과실류,655,아보케이트,65501,아보케이트(일반)
6,과실류,656,선인장열매,65601,선인장열매(일반)
6,과실류,657,체리,65701,체리(일반)
6,과실류,657,체리,65798,체리(수입)
6,과실류,658,용과,65801,용과(일반)
6,과실류,658,용과,65898,용과(수입)
6,과실류,659,블루베리,65901,블루베리
6,과실류,659,블루베리,65997,건블루베리(수입)
6,과실류,659,블루베리,65998,블루베리(수입)
6,과실류,660,람부탄,66001,람부탄(일반)
6,과실류,660,람부탄,66098,람부탄(수입)
6,과실류,661,롱간,66101,롱간(일반)
6,과실류,663,아로니아,66301,아로니아
6,과실류,663,아로니아,66398,아로니아(수입)
6,과실류,664,블랙베리,66401,블랙베리(일반)
6,과실류,665,아사이베리,66501,아사이베리(일반)
6,과실류,666,칼슘나무,66601,칼슘나무(일반)
6,과실류,667,블랙커런트,66701,블랙커런트(일반)
6,과실류,668,하스카프,66801,하스카프(일반)
6,과실류,669,불수감,66901,불수감(일반)
6,과실류,670,흑노호,67001,흑노호(일반)
6,과실류,671,플럼코트,67101,플럼코트(일반)
6,과실류,672,카무카무,67201,카무카무
6,과실류,674,혼합과실,67401,혼합과실(일반)
6,과실류,675,플루오트,67501,플루오트(일반)
6,과실류,676,구즈베리,67601,구즈베리
6,과실류,699,기타,69998,과실(수입)
6,과실류,699,기타,69999,기타
7,수실류,701,밤,70101,밤(일반)
7,수실류,701,밤,70102,옥광
7,수실류,701,밤,70103,이평
7,수실류,701,밤,70107,은행율
7,수실류,701,밤,70108,광주조생
7,수실류,701,밤,70109,대보
7,수실류,701,밤,70110,대홍
7,수실류,701,밤,70111,만적
7,수실류,701,밤,70112,산대율
7,수실류,701,밤,70113,삼조생
7,수실류,701,밤,70114,유마
7,수실류,701,밤,70115,은기
7,수실류,701,밤,70116,중흥율
7,수실류,701,밤,70117,축파
7,수실류,701,밤,70118,평기
7,수실류,701,밤,70119,흑율
7,수실류,701,밤,70120,생율
7,수실류,701,밤,70121,건율
7,수실류,701,밤,70195,옥광(수입)
7,수실류,701,밤,70196,이평(수입)
7,수실류,701,밤,70197,은행율(수입)
7,수실류,701,밤,70199,기타
7,수실류,702,대추,70201,대추(일반)
7,수실류,702,대추,70202,건대추
7,수실류,702,대추,70203,국뢰
7,수실류,702,대추,70204,금성
7,수실류,702,대추,70205,나주재래
7,수실류,702,대추,70206,무등
7,수실류,702,대추,70207,보사갑
7,수실류,702,대추,70208,복조
7,수실류,702,대추,70209,산조
7,수실류,702,대추,70210,월출
7,수실류,702,대추,70211,태국
7,수실류,702,대추,70212,태국감조
7,수실류,702,대추,70213,태출밀조
7,수실류,702,대추,70214,생대추
7,수실류,702,대추,70297,건대추(수입)
7,수실류,702,대추,70298,대추(수입)
7,수실류,702,대추,70299,기타
7,수실류,703,잣,70301,잣(일반)
7,수실류,703,잣,70302,깐잣
7,수실류,703,잣,70303,피잣
7,수실류,703,잣,70397,깐잣(수입)
7,수실류,703,잣,70398,잣(수입)
7,수실류,703,잣,70399,기타
7,수실류,704,호두,70401,호두(일반)
7,수실류,704,호두,70402,깐호두
7,수실류,704,호두,70403,보오항
7,수실류,704,호두,70404,페인
7,수실류,704,호두,70405,프랑켓트
7,수실류,704,호두,70406,하틀리
7,수실류,704,호두,70407,황금
7,수실류,704,호두,70408,피호두
7,수실류,704,호두,70497,깐호두(수입)
7,수실류,704,호두,70498,호두(수입)
7,수실류,704,호두,70499,기타
7,수실류,705,은행,70501,은행(일반)
7,수실류,705,은행,70502,깐은행
7,수실류,705,은행,70503,피은행
7,수실류,705,은행,70598,은행(수입)
7,수실류,705,은행,70599,기타
7,수실류,706,도토리,70601,도토리(일반)
7,수실류,706,도토리,70602,깐도토리
7,수실류,706,도토리,70603,피도토리
7,수실류,706,도토리,70699,기타
7,수실류,707,개암,70701,개암(일반)
7,수실류,708,머루,70801,머루(일반)
7,수실류,708,머루,70802,개머루
7,수실류,708,머루,70803,왕머루
7,수실류,708,머루,70804,새머루
7,수실류,708,머루,70898,머루(수입)
7,수실류,708,머루,70899,기타
7,수실류,709,다래,70901,다래일반
7,수실류,709,다래,70902,다래순
7,수실류,709,다래,70998,다래(수입)
7,수실류,709,다래,70999,기타
7,수실류,799,기타,79999,기타
8,과일과채류,801,수박,80101,수박(일반)
8,과일과채류,801,수박,80102,복수박
8,과일과채류,801,수박,80103,노란수박
8,과일과채류,801,수박,80104,무등산수박
8,과일과채류,801,수박,80105,고구형수박
8,과일과채류,801,수박,80106,흑수박
8,과일과채류,801,수박,80107,속노란수박
8,과일과채류,801,수박,80108,꿀수박
8,과일과채류,801,수박,80109,금메달수박
8,과일과채류,801,수박,80110,달고나수박
8,과일과채류,801,수박,80111,이슬단
8,과일과채류,801,수박,80112,올림피아
8,과일과채류,801,수박,80113,환호성
8,과일과채류,801,수박,80114,수박(일반)(꼭지절단)
8,과일과채류,801,수박,80115,복수박(꼭지절단)
8,과일과채류,801,수박,80116,흑수박(꼭지절단)
8,과일과채류,801,수박,80117,꿀수박(꼭지절단)
8,과일과채류,801,수박,80118,애플수박
8,과일과채류,801,수박,80199,기타
8,과일과채류,802,참외,80201,금싸라기
8,과일과채류,802,참외,80202,개구리참외
8,과일과채류,802,참외,80203,노랑참외
8,과일과채류,802,참외,80204,은천참외
8,과일과채류,802,참외,80205,금지개
8,과일과채류,802,참외,80206,오복
8,과일과채류,802,참외,80207,금자탑
8,과일과채류,802,참외,80208,7
8,과일과채류,802,참외,80209,슈퍼 007
8,과일과채류,802,참외,80210,칠성꿀
8,과일과채류,802,참외,80211,성주꿀
8,과일과채류,802,참외,80212,금도령
8,과일과채류,802,참외,80213,금천
8,과일과채류,802,참외,80214,만리장성
8,과일과채류,802,참외,80215,부자꿀
8,과일과채류,802,참외,80216,스마트꿀
8,과일과채류,802,참외,80217,하늘애
8,과일과채류,802,참외,80218,슈퍼꿀
8,과일과채류,802,참외,80219,조은대
8,과일과채류,802,참외,80220,팔복꿀
8,과일과채류,802,참외,80299,기타
8,과일과채류,803,토마토,80301,토마토(일반)
8,과일과채류,803,토마토,80302,마스카라
8,과일과채류,803,토마토,80303,완숙토마토
8,과일과채류,803,토마토,80304,찰토마토
8,과일과채류,803,토마토,80305,쿠마토
8,과일과채류,803,토마토,80306,릴리앙스
8,과일과채류,803,토마토,80307,대저토마토
8,과일과채류,803,토마토,80308,토마토묘
8,과일과채류,803,토마토,80399,기타
8,과일과채류,804,딸기,80401,여홍
8,과일과채류,804,딸기,80402,여봉
8,과일과채류,804,딸기,80403,수홍
8,과일과채류,804,딸기,80404,보교
8,과일과채류,804,딸기,80405,홍교
8,과일과채류,804,딸기,80406,장희
8,과일과채류,804,딸기,80407,정보
8,과일과채류,804,딸기,80408,육보
8,과일과채류,804,딸기,80409,산딸기
8,과일과채류,804,딸기,80410,미녀봉
8,과일과채류,804,딸기,80411,매향
8,과일과채류,804,딸기,80412,행향
8,과일과채류,804,딸기,80413,설향
8,과일과채류,804,딸기,80414,금향
8,과일과채류,804,딸기,80415,천사
8,과일과채류,804,딸기,80416,밀양1호
8,과일과채류,804,딸기,80417,천보
8,과일과채류,804,딸기,80418,청홍
8,과일과채류,804,딸기,80419,통일1호
8,과일과채류,804,딸기,80420,플라밍고
8,과일과채류,804,딸기,80421,SD
8,과일과채류,804,딸기,80422,사찌
8,과일과채류,804,딸기,80423,싼타
8,과일과채류,804,딸기,80424,죽향
8,과일과채류,804,딸기,80425,왕딸기
8,과일과채류,804,딸기,80426,담향
8,과일과채류,804,딸기,80427,마이봉
8,과일과채류,804,딸기,80428,조홍
8,과일과채류,804,딸기,80429,선홍
8,과일과채류,804,딸기,80430,고하
8,과일과채류,804,딸기,80431,금실
8,과일과채류,804,딸기,80498,딸기(수입)
8,과일과채류,804,딸기,80499,기타
8,과일과채류,805,메론,80501,네트계
8,과일과채류,805,메론,80502,황색
8,과일과채류,805,메론,80503,백피계
8,과일과채류,805,메론,80504,파파야계
8,과일과채류,805,메론,80505,얼스계
8,과일과채류,805,메론,80506,잔네트계
8,과일과채류,805,메론,80507,적육메론
8,과일과채류,805,메론,80508,가야백자
8,과일과채류,805,메론,80509,마블
8,과일과채류,805,메론,80510,별똥별
8,과일과채류,805,메론,80511,넘버원
8,과일과채류,805,메론,80512,블루
8,과일과채류,805,메론,80513,설향
8,과일과채류,805,메론,80514,은설
8,과일과채류,805,메론,80515,골든볼
8,과일과채류,805,메론,80516,감천
8,과일과채류,805,메론,80598,메론(수입)
8,과일과채류,805,메론,80599,기타
8,과일과채류,806,방울토마토,80601,방울토마토
8,과일과채류,806,방울토마토,80602,송이토마토
8,과일과채류,806,방울토마토,80603,대추방울
8,과일과채류,806,방울토마토,80604,아지토마토
8,과일과채류,806,방울토마토,80605,구기자방울
8,과일과채류,806,방울토마토,80699,기타
8,과일과채류,899,기타,89999,기타
9,과채류,901,오이,90101,취청
9,과채류,901,오이,90102,백다다기
9,과채류,901,오이,90103,가시오이
9,과채류,901,오이,90104,청풍
9,과채류,901,오이,90105,노각
9,과채류,901,오이,90106,피클오이
9,과채류,901,오이,90107,캡오이
9,과채류,901,오이,90108,구르미오이
9,과채류,901,오이,90109,청노각
9,과채류,901,오이,90110,사엽
9,과채류,901,오이,90199,기타
9,과채류,902,호박,90201,애호박
9,과채류,902,호박,90202,쥬키니호박
9,과채류,902,호박,90203,늙은호박
9,과채류,902,호박,90204,풋호박
9,과채류,902,호박,90205,단호박
9,과채류,902,호박,90206,화초호박
9,과채류,902,호박,90207,호박고지
9,과채류,902,호박,90208,다보다
9,과채류,902,호박,90209,국수호박
9,과채류,902,호박,90210,동과
9,과채류,902,호박,90211,청호박
9,과채류,902,호박,90212,개구리호박
9,과채류,902,호박,90213,나물박
9,과채류,902,호박,90214,건호박
9,과채류,902,호박,90297,호박(수입)
9,과채류,902,호박,90298,단호박(수입)
9,과채류,902,호박,90299,기타
9,과채류,903,가지,90301,가지(일반)
9,과채류,903,가지,90302,건가지
9,과채류,903,가지,90303,꽈리
9,과채류,903,가지,90304,단가지
9,과채류,903,가지,90305,축양
9,과채류,903,가지,90306,흑진주
9,과채류,903,가지,90397,건가지(수입)
9,과채류,903,가지,90399,기타
9,과채류,904,박,90401,박(일반)
9,과채류,904,박,90402,박고지
9,과채류,904,박,90403,하미과
9,과채류,904,박,90404,여주(일반)
9,과채류,904,박,90499,기타
9,과채류,905,백과,90501,백과(일반)
9,과채류,905,백과,90502,황색
9,과채류,905,백과,90503,백색
9,과채류,905,백과,90599,기타
9,과채류,999,기타,99901,수세미(일반)
9,과채류,999,기타,99999,과채류(기타)
10,엽경채류,1001,배추,100101,봄배추
10,엽경채류,1001,배추,100102,여름배추
10,엽경채류,1001,배추,100103,김장(가을)배추
10,엽경채류,1001,배추,100104,월동배추
10,엽경채류,1001,배추,100105,고냉지배추
10,엽경채류,1001,배추,100106,저장배추
10,엽경채류,1001,배추,100107,생채용 배추
10,엽경채류,1001,배추,100108,쌈배추
10,엽경채류,1001,배추,100109,우거지
10,엽경채류,1001,배추,100110,배추뿌리
10,엽경채류,1001,배추,100111,절임배추
10,엽경채류,1001,배추,100113,배양채
10,엽경채류,1001,배추,100197,우거지(수입)
10,엽경채류,1001,배추,100198,배추(수입)
10,엽경채류,1001,배추,100199,기타
10,엽경채류,1002,얼갈이배추,100201,얼갈이배추
10,엽경채류,1002,얼갈이배추,100202,얼갈이배추솎음
10,엽경채류,1002,얼갈이배추,100203,알배기
10,엽경채류,1002,얼갈이배추,100299,기타
10,엽경채류,1003,봄동배추,100301,봄동배추(일반)
10,엽경채류,1004,양배추,100401,양배추(일반)
10,엽경채류,1004,양배추,100402,저장양배추
10,엽경채류,1004,양배추,100405,꼬꼬마
10,엽경채류,1004,양배추,100406,조생양배추
10,엽경채류,1004,양배추,100498,양배추(수입)
10,엽경채류,1004,양배추,100499,기타
10,엽경채류,1005,상추,100501,청상추
10,엽경채류,1005,상추,100502,적상추
10,엽경채류,1005,상추,100503,청포기
10,엽경채류,1005,상추,100504,적포기
10,엽경채류,1005,상추,100505,포기찹
10,엽경채류,1005,상추,100506,흑적
10,엽경채류,1005,상추,100507,상추솎음
10,엽경채류,1005,상추,100508,수경상추
10,엽경채류,1005,상추,100509,상추순
10,엽경채류,1005,상추,100510,쫑상추
10,엽경채류,1005,상추,100511,꽃적상추
10,엽경채류,1005,상추,100512,백상추
10,엽경채류,1005,상추,100513,치마상추
10,엽경채류,1005,상추,100514,토말린
10,엽경채류,1005,상추,100597,줄기상추(수입)
10,엽경채류,1005,상추,100599,기타
10,엽경채류,1006,열무,100601,열무(일반)
10,엽경채류,1006,열무,100602,열무솎음
10,엽경채류,1006,열무,100699,기타
10,엽경채류,1007,순무,100701,순무(일반)
10,엽경채류,1008,시금치,100801,시금치(일반)
10,엽경채류,1008,시금치,100802,섬초
10,엽경채류,1008,시금치,100803,포항초
10,엽경채류,1008,시금치,100804,바우새
10,엽경채류,1008,시금치,100805,육지초
10,엽경채류,1008,시금치,100806,킹
10,엽경채류,1008,시금치,100899,기타
10,엽경채류,1009,미나리,100901,미나리(일반)
10,엽경채류,1009,미나리,100902,돌미나리
10,엽경채류,1009,미나리,100903,수경미나리
10,엽경채류,1009,미나리,100904,야생미나리
10,엽경채류,1009,미나리,100998,미나리(수입)
10,엽경채류,1009,미나리,100999,기타
10,엽경채류,1010,부추,101001,부추(일반)
10,엽경채류,1010,부추,101002,영양부추
10,엽경채류,1010,부추,101003,호부추
10,엽경채류,1010,부추,101098,부추(수입)
10,엽경채류,1010,부추,101099,기타
10,엽경채류,1011,깻잎,101101,깻잎(일반)
10,엽경채류,1011,깻잎,101102,삶은깻잎
10,엽경채류,1011,깻잎,101103,깻잎순
10,엽경채류,1011,깻잎,101104,깻단
10,엽경채류,1011,깻잎,101105,깨송이
10,엽경채류,1011,깻잎,101199,기타
10,엽경채류,1012,쑥갓,101201,쑥갓(일반)
10,엽경채류,1013,갓,101301,갓(일반)
10,엽경채류,1013,갓,101302,청갓
10,엽경채류,1013,갓,101303,홍갓
10,엽경채류,1013,갓,101304,반청갓
10,엽경채류,1013,갓,101305,돌갓
10,엽경채류,1013,갓,101306,돌산갓
10,엽경채류,1013,갓,101307,뿌리갓
10,엽경채류,1013,갓,101399,기타
10,엽경채류,1014,근대,101401,근대(일반)
10,엽경채류,1014,근대,101402,적근대
